Country Name,Country Code,Year,Access to electricity (% of population),"Air transport, freight (million ton-km)","Air transport, passengers carried",Container port traffic (TEU: 20 foot equivalent units),Control of Corruption: Estimate,Control of Corruption: Number of Sources,Control of Corruption: Percentile Rank,Current account balance (% of GDP),"Current account balance (BoP, current US$)",Export value index (2015 = 100),Export volume index (2015 = 100),Exports of goods and services (annual % growth),Exports of goods and services (current US$),GDP growth (annual %),GDP per capita (current US$),"GNI per capita, Atlas method (current US$)",Gini index,Government Effectiveness: Estimate,Government Effectiveness: Number of Sources,Import value index (2015 = 100),Import volume index (2015 = 100),Imports of goods and services (% of GDP),Individuals using the Internet (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Number of Sources,"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)","Tariff rate, applied, simple mean, all products (%)","Tariff rate, most favored nation, weighted mean, all products (%)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)",Region,DID_Group
Pakistan,PAK,2012,88.6,286.075685790508,7973906.36067277,2231250.0,-1.06879222393036,15.0,14.2180099487305,-0.936399348037174,-2342000000.0,111.2,106.6,-12.9257331586131,29697611485.2317,3.02758391088629,1204.36475491585,1110.0,29.6,-0.783729493618011,10.0,99.9,93.1,19.4450091286838,8.1,-2.67700362205505,8.0,402.481,20339.0,14.14,9.79,3.667,3.667,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2013,89.3,292.760800570437,7833901.08773203,2252000.0,-0.962785661220551,14.0,17.0616111755371,-1.70727876868057,-4416000000.0,113.7,111.6,9.15265933499272,31497982328.1766,4.36686504978387,1225.4340119198,1210.0,29.5,-0.798744976520538,10.0,101.1,92.1,18.7127751361147,9.0,-2.60330200195312,8.0,419.241,20059.0,14.65,9.41,2.954,2.954,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2014,90.1,204.623134285262,7670348.18543139,2447600.0,-0.83929455280304,13.0,23.0769233703613,-1.34787339235798,-3658000000.0,112.0,106.5,-2.48293911885014,30382086972.4595,4.11642817161422,1266.61340849959,1250.0,30.4,-0.762600779533386,10.0,107.7,98.8,18.2748539477852,10.0,-2.40127921104431,8.0,1090.0,19779.0,13.63,9.91,1.827,1.827,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2015,91.0,183.17731267,8467827.0,2706324.0,-0.834522724151611,13.0,22.380952835083,-0.934446742353906,-2803000000.0,100.0,100.0,-3.82934828924222,29920081165.7791,4.21794209572506,1380.47020838317,1280.0,31.3,-0.709552943706512,10.0,100.0,100.0,16.7136150659843,11.0,-2.47188353538513,8.0,3301.0,20288.0,12.73,10.66,3.566,3.566,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2016,91.8,175.4744,9628354.0,3074000.0,-0.90090936422348,13.0,17.619047164917,-2.29279660651385,-7190898000.0,92.2,98.4,1.44990747132702,27400963629.0087,6.57383828511043,1424.69161195897,1360.0,30.733333333333334,-0.700057625770569,10.0,106.1,120.2,15.9648616568916,12.3854,-2.47387385368347,8.0,4774.0,21201.0,12.55,11.32,2.285,2.285,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2017,92.7,214.52857,7260769.0,3284000.0,-0.8026123046875,13.0,21.9047622680664,-4.76985760466006,-16179621000.0,97.6,103.7,2.47135261052142,27888160733.4655,4.43262590683975,1519.23459514248,1450.0,30.166666666666668,-0.634695649147034,10.0,130.7,146.5,17.2504236583884,13.78,-2.39691209793091,8.0,5031.0,22476.0,12.565000000000001,10.945,3.204,3.184,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2018,93.4,217.534134,6880637.0,3249000.0,-0.801856637001038,13.0,24.2857151031494,-5.29556175645778,-18858987000.0,106.0,120.2,10.0405965788587,30562205605.5736,6.15170261099519,1569.33814626355,1560.0,29.6,-0.666645467281342,10.0,136.0,161.2,19.044257474073,15.34,-2.25401329994202,8.0,8080.0,24903.0,12.58,10.57,4.083,4.083,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2019,93.9,192.977927,7420378.249,3150000.0,-0.879992425441742,13.0,20.9523811340332,-2.66677325730292,-8557928000.0,105.6,136.6,13.1723488525673,30136170670.3429,2.49763692943365,1390.41690981745,1520.0,29.6,-0.718214333057404,10.0,114.0,160.0,19.5147134481005,17.0709,-2.25174307823181,7.0,8080.0,24903.0,12.55,9.82,4.83,4.83,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2020,94.5,95.88035,3711456.87,3161000.0,-0.857438266277313,11.0,21.9047622680664,-0.216650637871501,-650874000.000002,99.5,132.1,1.51538917152254,27935253908.9592,-1.27408744338709,1278.39735206896,1370.0,29.6,-0.571128666400909,9.0,103.8,156.6,17.4177212905341,18.9348,-1.7926949262619,6.0,8080.0,24903.0,11.7,9.54,5.994,6.74,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2021,94.9,75.60493,4930661.98,3548000.0,-0.810481548309326,11.0,23.3333339691162,-3.52439577565177,-12283106000.0,128.2,150.7,6.19426727810412,31546332472.5314,6.51388575852702,1455.31922370186,1420.0,,-0.438822388648987,9.0,164.1,207.5,17.9788205237729,21.4107,-1.71373546123505,6.0,,,11.65,9.9,6.338,6.338,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2022,95.0,95.329,6925477.0,3383580.0,-0.80435037612915,11.0,22.6415100097656,-3.25858181478804,-12216107000.0,139.9,159.5,6.65729388064977,39515650036.1059,4.7781068690358,1538.3228133171,1510.0,,-0.624728679656982,9.0,160.3,172.9,22.4907632059279,24.2103,-1.83982634544373,6.0,,,10.97,8.07,5.291,6.49275,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2023,95.6,309.514606,7153419.0,3383580.0,-0.999357461929321,12.0,18.8679237365723,-0.308630136387274,-1039115536.91011,128.9,165.6,2.52724678909442,35331726543.8312,-0.414935997088406,1360.32417758419,1450.0,,-0.577790379524231,10.0,113.9,169.8,17.9737337958273,27.3759,-1.93273079395294,7.0,,,10.97,8.07,5.237,6.6475,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2024,95.6,309.514606,7153419.0,3383580.0,-0.999357461929321,12.0,18.8679237365723,0.133557216822667,496258550.709944,128.9,165.6,-1.32891083926491,38607805445.7571,3.04898287335465,1478.77277977996,1430.0,,-0.577790379524231,10.0,113.9,169.8,17.1880155617051,27.3759,-1.93273079395294,7.0,,,10.97,8.07,5.492,6.80225,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2025,95.6,309.514606,7153419.0,,-0.999357461929321,12.0,18.8679237365723,0.133557216822667,496258550.709944,128.9,165.6,-1.32891083926491,38607805445.7571,3.04898287335465,1478.77277977996,1430.0,,-0.577790379524231,10.0,113.9,169.8,17.1880155617051,27.3759,-1.93273079395294,7.0,,,,,5.42,6.957,BRI - South Asia,BRI Treatment Group
Serbia,SRB,2001,99.8,4.008,994880.0,,-0.895784795284271,6.0,23.280424118042,,,,,53.996707443544,2681640789.04068,6.77852279368084,1812.42088281393,1630.0,32.7,-0.554945647716522,5.0,,,34.1762307521383,,-0.512546002864838,4.0,1989.0,1047.0,9.13,10.69,12.8,12.8,BRI - Europe,BRI Treatment Group
Serbia,SRB,2002,100.0,4.418,1185479.0,,-0.895784795284271,6.0,23.280424118042,,,,,19.3404533225785,3440881203.3858,6.54104600309256,2390.73459447107,1610.0,32.7,-0.554945647716522,5.0,,,35.1128705305131,23.5,-0.512546002864838,4.0,2253.0,954.0,10.05,7.88,13.8,13.8,BRI - Europe,BRI Treatment Group
Serbia,SRB,2003,99.7,4.454,1011231.0,,-0.494189292192459,8.0,39.1534385681152,,,,,28.0547721866429,5204459810.99376,4.55968997935088,3153.9011312754,2510.0,32.8,-0.665495097637177,6.0,,,36.2353747187669,23.5,-0.582542061805725,5.0,2591.0,809.0,9.396666666666667,7.263333333333334,15.2,15.2,BRI - Europe,BRI Treatment Group
Serbia,SRB,2004,99.6,5.892,1076473.0,,-0.493293792009354,8.0,35.4679794311523,,,,,9.90117146932636,6571867067.25087,6.68686836863701,3597.08798057009,3340.0,35.5,-0.25116753578186,6.0,,,47.8074066398619,23.5,-0.507584154605865,6.0,3164.0,821.0,8.743333333333334,6.6466666666666665,18.5,18.5,BRI - Europe,BRI Treatment Group
Serbia,SRB,2005,99.7,4.578,918540.0,,-0.406051367521286,9.0,42.4390258789062,-16.7617294107286,-7524009949.75234,,,18.5552452253195,7821417757.64534,5.90349622935489,3807.97417321786,3940.0,36.5,-0.360925853252411,6.0,,,44.3884440972659,26.3,-0.762413561344147,6.0,3482.0,713.0,8.09,6.03,20.85,20.85,BRI - Europe,BRI Treatment Group
Serbia,SRB,2006,99.6,4.114,1041747.0,,-0.277591466903687,11.0,46.8292694091797,-16.7617294107286,-7524009949.75234,82.6,76.8,7.09623387767992,9645370224.19868,3.90066644620993,4492.7136699046,4280.0,29.7,-0.238502889871597,7.0,148.6,132.5,46.5624697678669,27.2,-0.53756844997406,5.0,4232.0,684.0,7.824999999999999,6.155,20.85,20.85,BRI - Europe,BRI Treatment Group
Serbia,SRB,2007,99.6,3.79,1118404.0,,-0.34168216586113,11.0,45.1456298828125,-16.7617294107286,-7524009949.75234,82.6,76.8,2.90047295921229,11782818821.7985,7.83207023027602,6081.08765700202,5000.0,28.7,-0.255289196968079,7.0,148.6,132.5,46.4672309035718,33.15,-0.591357946395874,6.0,4551.0,687.0,7.56,6.28,18.06,18.06,BRI - Europe,BRI Treatment Group
Serbia,SRB,2008,99.6,3.412,1135322.0,,-0.30246177315712,11.0,47.5728149414062,-19.4339264115955,-10537199511.0234,82.6,76.8,12.5580510715743,14848003086.669,5.16089327231823,7376.73517910716,6250.0,27.6,-0.249734953045845,7.0,148.6,132.5,48.3588355576764,35.6,-0.542712986469269,6.0,4339.0,583.0,7.64,6.15,13.67,13.67,BRI - Europe,BRI Treatment Group
Serbia,SRB,2009,99.6,2.011,926618.0,,-0.317943394184113,12.0,48.3253593444824,-5.96184093250946,-2799441098.80187,62.4,64.2,-11.5328372270531,11900794014.8504,-3.14261075416574,6414.0448463847,6680.0,28.0,-0.0702016353607178,8.0,79.3,80.5,38.1571490444562,38.1,-0.477358549833298,7.0,2967.0,522.0,5.25,6.1,16.116,16.116,BRI - Europe,BRI Treatment Group
Serbia,SRB,2010,99.7,2.133,985072.0,,-0.319415539503098,12.0,47.1428565979004,-6.18385847336537,-2692243535.85134,73.2,71.0,16.8608693575283,13491229130.9925,1.61097281449412,5970.92660940072,6500.0,29.0,-0.0760836377739906,8.0,84.9,80.2,42.7206354224281,40.9,-0.421741664409637,7.0,3522.0,522.0,4.65,5.65,19.204,19.204,BRI - Europe,BRI Treatment Group
Serbia,SRB,2011,99.7,2.234,1149102.0,,-0.299286216497421,12.0,49.2891006469727,-9.92802601945114,-5088222385.20992,86.4,75.0,5.62873477108863,16258681583.0167,0.0542724836581954,7082.2861666075,6380.0,34.45,-0.132481977343559,8.0,112.8,94.9,44.0257844705004,42.2,-0.282882064580917,7.0,3611.0,541.0,4.02,5.76,22.959,22.959,BRI - Europe,BRI Treatment Group
Serbia,SRB,2012,99.8,1.45,1240709.0,,-0.357432961463928,13.0,45.497631072998,-10.4794350040675,-4726567861.15354,84.4,74.9,2.8574665998822,15526608641.4855,-0.443956070983248,6263.04086072815,6310.0,39.9,-0.173352405428886,8.0,108.1,94.0,47.6521072254263,48.1,-0.217299461364746,8.0,2769.0,540.0,5.654999999999999,5.84,24.0,24.0,BRI - Europe,BRI Treatment Group
Serbia,SRB,2013,99.9,1.451004,1241352.0,,-0.327844172716141,12.0,46.445499420166,-5.53788697865576,-2794170203.95557,110.1,99.6,18.0402686253208,19287772622.7088,0.451578805330726,7040.41812068781,6630.0,39.4,-0.179090812802315,8.0,117.7,102.9,46.1049842143018,53.4504,-0.0756380930542946,8.0,3022.0,612.0,7.29,5.92,22.154,22.154,BRI - Europe,BRI Treatment Group
Serbia,SRB,2014,99.7,2.748,2187144.0,,-0.2474045753479,12.0,50.480770111084,-5.36439658261537,-2634686972.33765,111.8,102.5,4.26740407068064,19804449977.1439,-1.80427041681132,6886.67809068704,6450.0,40.4,0.0016253917710855,8.0,112.1,99.1,48.0583349476172,62.0751,0.184110775589943,8.0,2988.0,453.0,4.98,6.09,19.223,19.223,BRI - Europe,BRI Treatment Group
Serbia,SRB,2015,99.9,3.217,2427047.0,,-0.318577229976654,12.0,46.1904754638672,-3.31781960336985,-1370173585.7308,100.0,100.0,9.04236504259555,17916931976.5824,1.2957386351958,5820.3215576888,6210.0,40.5,-0.0026127484161406,8.0,100.0,100.0,50.1430257911082,65.317,0.234833031892776,8.0,3248.0,509.0,2.67,6.26,17.66,17.66,BRI - Europe,BRI Treatment Group
Serbia,SRB,2016,99.9,4.737729,2486009.0,,-0.383323162794113,11.0,42.3809509277344,-2.81825710129299,-1190023037.02745,110.8,112.1,10.8855972050591,19615292710.9932,2.97519807160826,5982.37030126471,5920.0,38.8,-0.0386092476546764,7.0,97.8,100.3,51.2370236043431,67.0568,0.133281603455544,8.0,3087.0,438.0,2.7,6.48,15.257,15.257,BRI - Europe,BRI Treatment Group
Serbia,SRB,2017,100.0,7.355192,2442731.0,,-0.435910999774933,11.0,41.9047622680664,-5.05239948291626,-2322731263.36237,126.3,123.6,7.8637676636572,22127853999.9267,2.3634031250553,6548.03653824187,5810.0,36.1,0.0732555314898491,7.0,114.6,111.9,54.6079901254341,70.3308,0.0833679884672165,8.0,3288.0,377.0,2.78,6.49,13.477,13.477,BRI - Europe,BRI Treatment Group
Serbia,SRB,2018,100.0,17.7117,2262703.0,,-0.396570771932602,11.0,40.476188659668,-4.65847286841161,-2459092308.70342,142.9,134.8,9.04312531210374,25691797086.2512,4.64935035491007,7559.86165747394,6700.0,35.0,0.0744296610355377,7.0,139.7,129.5,56.8935027873898,73.3607,0.0053210719488561,8.0,3186.0,347.0,2.76,6.49,12.733,12.733,BRI - Europe,BRI Treatment Group
Serbia,SRB,2019,99.8,13.313,2469081.0,,-0.450225323438644,11.0,37.6190490722656,-6.56331526088244,-3535309659.51343,146.4,141.2,7.25188317026613,26372690325.2173,4.75020793899014,7755.632986437,7380.0,34.5,-0.0167613662779331,7.0,145.6,139.7,58.6163138900993,77.4168,-0.0780515447258949,7.0,2865.0,285.0,2.8666666666666667,6.586666666666667,10.395,10.395,BRI - Europe,BRI Treatment Group
Serbia,SRB,2020,100.0,8.101,795228.0,,-0.451470822095871,9.0,37.1428565979004,-3.89586001943545,-2176773515.61879,145.7,139.3,-4.5852598634585,25760764788.3125,-0.950023991851594,8098.70955668849,7790.0,35.0,-0.0429243594408035,6.0,141.2,138.8,54.2193732166053,78.368,-0.170754417777061,6.0,2747.0,157.0,2.973333333333333,6.683333333333334,9.011,9.011,BRI - Europe,BRI Treatment Group
Serbia,SRB,2021,100.0,14.071,1276465.0,,-0.459140092134476,9.0,35.7142868041992,-4.01208394283305,-2654390085.47097,191.5,161.0,20.4275168698308,34628348308.2237,7.94905650472278,9680.52798074468,8890.0,33.1,0.01235440839082,6.0,183.1,152.7,60.0018978032927,81.1659,-0.0852114632725716,6.0,2925.0,191.0,3.08,6.78,9.843,9.843,BRI - Europe,BRI Treatment Group
Serbia,SRB,2022,100.0,14.211,2406000.0,,-0.456542432308197,9.0,35.3773574829102,-6.67116914473895,-4457001147.65174,219.0,170.9,17.0313185618957,40579106356.8943,2.70347705543654,10024.8191112596,9790.0,32.8,0.0651759877800941,6.0,224.3,166.6,71.1751247845415,83.5383,-0.174069464206696,6.0,2925.0,191.0,3.08,6.78,8.439,8.439,BRI - Europe,BRI Treatment Group
Serbia,SRB,2023,100.0,19.33,3868570.0,,-0.447204262018204,9.0,38.2075462341309,-2.39364392003309,-1947085693.07791,232.2,185.9,2.72851608089648,44799890209.3686,3.74793303561771,12281.707946167,10750.0,32.8,0.0076343188993632,6.0,212.9,173.3,59.4174548307005,85.3575,-0.0391097068786621,6.0,2925.0,191.0,3.08,6.78,8.268,8.268,BRI - Europe,BRI Treatment Group
Serbia,SRB,2024,100.0,19.33,3868570.0,,-0.447204262018204,9.0,38.2075462341309,-4.55603196572108,-4104883017.49768,232.2,185.9,5.19048081365361,48277776721.5714,3.94992622592932,13679.2065983557,11610.0,32.8,0.0076343188993632,6.0,212.9,173.3,58.1412616798937,87.6907,-0.0391097068786621,6.0,,,,,7.24,7.24,BRI - Europe,BRI Treatment Group
Serbia,SRB,2025,100.0,19.33,3868570.0,,-0.447204262018204,9.0,38.2075462341309,-4.55603196572108,-4104883017.49768,232.2,185.9,5.19048081365361,48277776721.5714,3.94992622592932,13679.2065983557,11610.0,,0.0076343188993632,6.0,212.9,173.3,58.1412616798937,87.6907,-0.0391097068786621,6.0,,,,,7.123,7.24,BRI - Europe,BRI Treatment Group
Sri Lanka,LKA,2001,63.6,217.567,1718331.0,1726605.0,-0.216593146324158,5.0,50.2645492553711,-1.36821186331088,-215490000.0,45.6644384329,58.9724121703,-5.27331596012108,5879570277.5291,-1.54540813366026,803.544026627385,810.0,40.2,-0.0727162584662437,5.0,31.5454247737,37.7345177763,43.5674130558662,0.793822,-0.777628898620605,5.0,126.5,3979.0,9.61,6.75,7.9,7.9,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2002,80.7,203.126,1740807.0,1764720.0,-0.216593146324158,5.0,50.2645492553711,-1.42925945944237,-236350000.0,44.5556345638,60.8848316238,6.26334116551818,5773455293.74869,3.96467568513113,834.936014905338,820.0,40.2,-0.0727162584662437,5.0,32.241504966,40.52481566,41.4218015848181,1.05042,-0.777628898620605,5.0,126.5,4079.0,9.614999999999998,6.615,8.76,8.76,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2003,75.0,238.009,1957606.0,1959354.0,-0.272020310163498,7.0,47.6190490722656,-0.374541248460878,-70720000.0,48.5957426536,62.8615085147,3.35629688884809,6543193120.59677,5.9402690780223,946.382255128072,910.0,40.075,-0.271150827407837,5.0,35.2367623246,50.5734752451,40.6827444981201,1.45858,-0.833158433437347,5.0,126.5,4258.0,9.62,6.48,8.22,8.22,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2004,76.5,312.627,2412889.0,2220525.0,-0.167387902736664,8.0,50.7389144897461,-3.1340311530145,-647570000.0,54.5858815658,67.7283432035,7.74350148815873,7300256942.38561,5.44506127885352,1028.62068132555,1030.0,39.95,-0.439886003732681,6.0,42.1074646493,56.523068253,44.1520421686776,1.44616,-1.01044058799744,6.0,138.0,4682.0,10.57,7.03,8.38,8.38,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2005,78.1,310.362,2817778.0,2455297.0,-0.339861780405045,10.0,46.8292694091797,-2.66382240513017,-650126930.0,60.2,72.4,6.64616613269435,7892069651.74129,6.24174804376447,1207.21994764165,1170.0,39.825,-0.312482684850693,8.0,46.7,58.3,41.267099970564,1.79205,-1.15223681926727,6.0,134.7,4357.6,11.73,7.89,7.67,7.67,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2006,82.1,325.413,3100832.0,3079132.0,-0.194801017642021,12.0,51.2195129394531,-5.29942775531871,-1498011000.0,65.3,75.0,3.84046135003669,8516554444.01693,7.66829190107919,1388.89739119932,1320.0,39.7,-0.162567287683487,10.0,54.2,61.0,41.1326513945037,2.53757,-1.42155075073242,7.0,134.85,4562.3,11.4,7.55,6.5,6.5,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2007,80.0,343.641,3206766.0,3687338.0,-0.146113589406013,13.0,52.9126205444336,-4.33041626176129,-1400900000.0,73.4,81.7,7.3272875974253,9418771913.85285,6.79682611892866,1578.63451125392,1500.0,38.5,-0.0764035955071449,10.0,59.7,65.0,39.491511973103,3.88,-1.75128364562988,7.0,135.0,4767.0,11.08,7.65,5.97,5.97,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2008,82.9,331.457,2951506.0,3687465.0,-0.218608349561691,13.0,50.4854354858398,-9.54319542329735,-3885400000.0,80.1,84.4,0.39020028848249,10113919886.6377,5.95008814473897,1973.58476901287,1740.0,37.300000000000004,-0.12021116912365,10.0,73.7,67.5,38.5275565094015,4.825714285714286,-1.79859554767609,7.0,139.725,4718.7975,10.95,7.59,5.22,5.22,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2009,87.1,278.998,2417713.0,3464297.0,-0.396393328905106,13.0,42.5837326049805,-0.510385718302903,-214700000.0,69.6,73.7,-12.3057240617957,8972038339.48688,3.53891205317842,2026.65939950702,1950.0,36.1,-0.152532562613487,10.0,53.1,57.1,27.8207752870405,5.771428571428571,-1.34090304374695,7.0,144.45,4670.594999999999,10.77,7.9,5.85,5.85,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2010,85.3,339.048919353,3008322.69188759,4120000.0,-0.419682919979095,13.0,41.9047622680664,-1.83339432034317,-1075030000.0,81.6,77.9,-9.851451972591075,10297921979.917233,8.01596737055139,2808.36244503709,2360.0,36.96666666666667,-0.201909422874451,10.0,71.4,68.0,27.688077237309766,,-0.94294685125351,7.0,149.175,4622.3925,9.79,8.63,4.784,4.784,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2011,87.8,364.50263,3665394.0,4262887.0,-0.399362593889236,13.0,42.6540298461914,-6.81209765536977,-4615420000.0,97.1,83.3,-7.3971798833864515,11623805620.347586,8.6694830119314,3224.95745150496,2830.0,37.833333333333336,-0.109467715024948,10.0,107.0,83.3,27.555379187579035,,-0.724771440029144,7.0,153.9,4574.19,9.97,8.29,4.118,4.118,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2012,87.0,405.42043,4616417.0,4320984.0,-0.241880506277084,14.0,50.2369651794434,-5.69099818625964,-4009149851.06102,88.9,82.5,,,8.63218137662685,3327.77613691283,3340.0,38.7,-0.204318970441818,10.0,101.3,84.0,,8.608571428571429,-0.717079222202301,8.0,142.4,5039.45,9.94,7.68,3.88,3.88,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2013,90.2,385.12,4793393.4,4306206.0,-0.220972463488579,14.0,52.1327018737793,-3.3004682319038,-2540575153.51739,96.8,89.8,,14275572901.208294,4.05174633027869,3739.43181100202,3630.0,38.85,-0.166648373007774,10.0,95.1,82.5,27.289983088117566,9.554285714285715,-0.612895429134369,8.0,133.0,6257.38,9.635,7.699999999999999,4.186,4.186,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2014,92.7,384.70865414,4756131.0,4907901.0,-0.345357030630112,13.0,45.1923065185547,-2.40840557987842,-1987684224.22499,107.1,96.9,-0.03436361577257685,15601456541.638645,6.3779788972687,3972.04375736464,3810.0,39.0,0.0687629878520966,10.0,102.5,90.4,27.157285038386835,10.5,-0.330464035272598,8.0,130.195,6832.385,9.33,7.72,4.157,4.157,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2015,94.3,381.6320526,4911730.0,5185000.0,-0.376923084259033,13.0,43.3333320617676,-2.21267766202146,-1882774083.92544,100.0,100.0,2.419908473432047,16927340182.069,4.20595547449241,4057.7158346231,3920.0,39.15,-0.0059638661332428,10.0,100.0,100.0,27.0245869886561,15.26,0.0831826627254486,8.0,127.39,7407.39,7.87,5.04,4.519,4.519,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2016,97.5,403.075583974751,5284585.0,5734000.0,-0.336210399866104,12.0,44.2857131958008,-1.9799949250478,-1742399715.22894,97.8,99.1,4.87418056263667,17445193580.5308,5.05362488994436,4149.19190775593,4020.0,39.3,-0.0275178775191307,9.0,101.3,106.9,26.6475009822669,22.19,-0.0113400500267744,8.0,127.39,7407.39,9.11,7.1,4.242,4.242,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2017,97.5,398.473464249,5403577.0,6200000.0,-0.489904671907425,12.0,39.523811340332,-2.44676435306533,-2308995623.00696,107.7,106.6,7.65944003535321,19085446174.5364,6.46068127065753,4398.88828068715,4220.0,38.766666666666666,-0.174112945795059,9.0,110.8,115.6,26.9162097643511,25.1,-0.0754480063915253,8.0,127.39,7407.39,10.35,9.16,4.046,4.046,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2018,99.6,436.198,5882376.0,7000000.0,-0.352846652269363,10.0,42.3809509277344,-2.96352841915778,-2799053065.55054,112.7,107.1,5.37505812370217,20255985244.2482,2.31008425545845,4358.56095906047,4350.0,38.233333333333334,-0.25662025809288,7.0,117.4,117.8,28.363148137495,28.3,-0.139304608106613,8.0,,,12.06,12.54,4.318,4.318,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2019,99.8,394.05,5582446.0,7230000.0,-0.303988814353943,10.0,44.2857131958008,-2.07126631371234,-1843400223.16081,113.2,114.8,1.70417988260294,19422660191.249,-0.220483886831275,4081.94772722003,4220.0,37.7,-0.12496567517519,7.0,105.3,110.8,27.6019929607237,32.0,-0.21553660929203,7.0,,,16.38,13.99,4.67,4.67,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2020,100.0,226.479,1240391.0,6850000.0,-0.330326974391937,9.0,43.3333320617676,-1.40761494671391,-1187120153.20635,95.3,104.0,-29.5587964560666,13036289441.034,-4.62451503749502,3847.60137695639,3880.0,37.7,-0.079082652926445,6.0,84.8,98.3,21.6314789399461,36.1847,-0.089128851890564,6.0,,,8.84,6.74,5.364,5.364,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2021,100.0,412.484,871685.0,7250000.0,-0.356694370508194,9.0,42.3809509277344,-3.70866603778748,-3284272217.68831,118.5,122.3,10.1165335866693,14985052373.0422,4.2074764951157,3996.96240014909,4010.0,37.7,-0.115272410213947,6.0,109.0,109.4,24.3074247396444,44.4531,-0.376773029565811,6.0,,,5.73,4.68,4.981,4.981,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2022,100.0,314.752588,3252528.0,6860000.0,-0.383232533931732,10.0,40.0943412780762,-1.95359411175867,-1448453678.13425,124.3,127.8,9.77636323578707,15984910764.845,-7.34919301306745,3342.63650253855,3620.0,,-0.391961753368378,7.0,96.6,88.0,25.1230455575852,48.3,-0.80430680513382,7.0,,,5.73,4.68,4.528,4.528,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2023,100.0,278.498286,3866001.0,6860000.0,-0.383976995944977,9.0,40.0943412780762,1.71904084626906,1439114685.90877,112.9,130.4,13.2135140307507,17320146785.4937,-2.3298481898334,3798.89016573011,3530.0,,-0.25227889418602,7.0,88.8,87.8,22.8470940659011,51.2,-0.508541285991669,7.0,,,5.73,4.68,4.528,4.665,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2024,100.0,278.498286,3866001.0,6860000.0,-0.383976995944977,9.0,40.0943412780762,1.21846968715026,1205836416.87336,112.9,130.4,12.4967553710168,19680136462.1092,5.00871930957159,4515.56787322732,3860.0,,-0.25227889418602,7.0,88.8,87.8,22.5111801542053,51.2,-0.508541285991669,7.0,,,,,4.239,4.665,BRI - South Asia,BRI Treatment Group
Sri Lanka,LKA,2025,100.0,278.498286,3866001.0,,-0.383976995944977,9.0,40.0943412780762,1.21846968715026,1205836416.87336,112.9,130.4,12.4967553710168,19680136462.1092,5.00871930957159,4515.56787322732,3860.0,,-0.25227889418602,7.0,88.8,87.8,22.5111801542053,51.2,-0.508541285991669,7.0,,,,,4.005,4.665,BRI - South Asia,BRI Treatment Group
Tanzania,TZA,2001,9.7,3.252,174559.0,,-0.840931594371796,5.0,24.8677253723145,-4.15575639482293,-563686382.74754,17.6124961278,44.5431263482,20.182479332628,1876854721.02198,6.07080828734129,396.638732910156,400.0,,-0.48723691701889,5.0,15.8681660996,24.2971702116,14.1931032575113,0.1713,-0.253289312124252,4.0,2069.0,471.0,15.23,8.79,2.994,2.994,Non-BRI (Control),Control Group (Non-BRI)
