Country Name,Country Code,Year,Access to electricity (% of population),"Air transport, freight (million ton-km)","Air transport, passengers carried",Container port traffic (TEU: 20 foot equivalent units),Control of Corruption: Estimate,Control of Corruption: Number of Sources,Control of Corruption: Percentile Rank,Current account balance (% of GDP),"Current account balance (BoP, current US$)",Export value index (2015 = 100),Export volume index (2015 = 100),Exports of goods and services (annual % growth),Exports of goods and services (current US$),GDP growth (annual %),GDP per capita (current US$),"GNI per capita, Atlas method (current US$)",Gini index,Government Effectiveness: Estimate,Government Effectiveness: Number of Sources,Import value index (2015 = 100),Import volume index (2015 = 100),Imports of goods and services (% of GDP),Individuals using the Internet (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Number of Sources,"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)","Tariff rate, applied, simple mean, all products (%)","Tariff rate, most favored nation, weighted mean, all products (%)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)",Region,DID_Group
Kazakhstan,KAZ,2005,100.0,15.825,1160286.0,,-1.01496338844299,9.0,16.5853652954102,0.627462667764142,358429714.58633,60.6,68.2,0.400000000000006,30386570590.006,9.69999999922682,3577.35804001782,2780.0,39.8,-0.670579016208649,7.0,56.8,65.8,44.5681447702344,2.96171,0.190631836652756,6.0,200558.2,14587.4,2.935,2.62,8.13,8.13,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2006,99.8,16.382,1283250.0,,-0.995142638683319,11.0,18.0487804412842,-1.01568463503606,-822743806.832502,83.2,76.1,6.80000000000001,41291961258.8306,10.7,5030.13494711519,3670.0,30.2,-0.477032124996185,9.0,77.6,85.2,40.478228955154,3.26837,0.207937806844711,7.0,200558.2,14587.4,3.45,3.33,7.79,7.79,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2007,100.0,17.212,1295050.0,,-0.992244720458984,12.0,17.9611644744873,-4.54619329218056,-4766679805.2409,103.9,85.2,9.09999999999999,51704450816.4296,8.89999999999405,6449.43931096532,4740.0,30.1,-0.66585373878479,9.0,107.3,111.2,42.8488122066393,4.02,0.647996783256531,7.0,200558.2,14587.4,3.9650000000000003,4.04,7.26,7.26,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2008,100.0,16.487,1275624.0,,-0.980641484260559,13.0,16.019416809082,0.964821810457097,1287474132.3575,154.8,101.7,0.899999999999991,76257078322.0802,3.30000000021091,8123.54705891736,5870.0,28.5,-0.524131655693054,10.0,121.5,114.0,37.1484197092327,11.0,0.626638472080231,8.0,215110.6,14130.5,4.48,4.75,6.63,6.63,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2009,100.0,14.584,1192714.0,,-0.9315185546875,12.0,19.1387557983398,-0.116464485829438,-134293669.362955,94.0,85.2,-11.8999999999999,48243335559.5757,1.19999999942873,6938.01175663001,6580.0,28.2,-0.440470606088638,9.0,92.9,95.0,33.9276450175618,18.2,0.776816248893738,8.0,194918.6,14519.9,6.02,5.96,6.55,6.55,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2010,100.0,42.379,3098327.0,,-1.00106000900269,12.0,16.6666660308838,1.80897140296935,2678134192.52768,130.5,94.6,3.09999999999991,65502334498.3204,7.30000000329814,8793.07589980782,7210.0,28.0,-0.492905259132385,9.0,101.8,99.4,29.8940863973107,31.6,0.52297180891037,8.0,210713.3,15799.7,7.56,7.17,5.77,5.77,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2011,99.8,50.977,3786453.06391046,,-0.996684908866882,12.0,17.5355453491211,7.3030140363931,14067537748.7925,183.5,104.6,0.399999999999977,89503237237.7805,7.40000000144188,11287.1464926039,8030.0,28.0,-0.511159062385559,8.0,120.7,108.0,26.6531942561577,50.6,-0.338570564985275,8.0,219739.8,16482.8,7.43,7.61,5.39,5.39,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2012,100.0,53.977,4064819.02272334,,-0.921265780925751,14.0,18.9573459625244,1.26375902394522,2628600683.71833,188.1,109.9,4.8000000000001,91747467851.4544,4.79999999528297,12018.7966527993,9640.0,28.2,-0.525388717651367,9.0,151.3,137.2,29.614069450738,61.9066,-0.408455014228821,9.0,232939.6,19081.1,7.49,7.88,5.29,5.29,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2013,100.0,58.199004,4785588.0,,-0.931235909461975,13.0,18.9573459625244,1.91316832797548,4527218285.45306,184.3,109.7,2.6999999999999,91381274045.8902,5.99999999671084,13478.459627612,11490.0,27.1,-0.620734989643097,9.0,159.6,146.6,26.7905716146741,63.3042,-0.402473896741867,9.0,229142.2,20619.0,7.62,7.3,5.2,5.2,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2014,100.0,44.61,4918608.0,,-0.825699031352997,13.0,23.5576915740967,-1.28837366004242,-2852660444.78532,172.9,110.0,-2.49999999999994,87108795075.8335,4.20000000566705,12427.7094576939,11720.0,27.0,-0.0820106193423271,9.0,135.1,125.0,25.6302765606214,66.0,0.0360181555151939,9.0,214110.9,23750.5,6.95,6.58,5.06,5.06,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2015,100.0,37.669008,5081632.0,,-0.871615648269653,13.0,20.9523811340332,-5.4122312771503,-9979526910.93887,100.0,100.0,-4.10000000000001,52581502969.2214,1.20000000053288,10196.1226255982,11040.0,26.8,-0.146881282329559,9.0,100.0,100.0,24.5330208000299,70.8299,-0.0383530743420124,9.0,235580.4,21614.8,6.91,5.62,4.93,4.93,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2016,100.0,38.89446,5007869.0,,-0.832159817218781,12.0,21.9047622680664,-5.07331546745494,-6964562246.29256,79.8,90.1,-4.49999999999987,43714755377.6011,1.09999999910173,7475.56688689424,8500.0,27.2,-0.142129123210907,8.0,81.8,82.3,28.4677079441317,74.5877,0.0014629734214395,9.0,236971.7,17321.8,5.12,5.39,4.96,4.96,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2017,100.0,49.5077,6903190.0,,-0.839968383312225,12.0,20.0,-2.05429721551443,-3426686675.19473,105.1,99.6,7.99999999999979,54041327348.8409,4.10000000257358,8943.08416791984,7780.0,27.5,-0.065825566649437,8.0,95.7,92.4,24.427634998983,76.4267,0.0243496801704168,10.0,262097.5,17961.5,4.79,5.15,4.9,4.9,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2018,100.0,49.64306,5920110.0,,-0.492212444543839,12.0,37.6190490722656,-0.984581633983154,-1765748482.73,132.7,107.2,9.60000000000005,67477058329.9065,4.09999999309841,9472.48527327758,7790.0,27.8,-0.0420836359262466,8.0,106.6,98.9,25.9027380865315,78.9039,-0.0524022579193115,10.0,283117.8,18509.5,4.64,5.01,4.85,4.85,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2019,100.0,49.84901,7656866.0,,-0.286037147045135,12.0,45.238094329834,-3.8684220835049,-7027653497.39316,124.7,111.3,2.00000000000011,66197682052.4286,4.50000000091883,9457.12614657136,8500.0,28.0,0.068847119808197,8.0,123.6,117.5,28.419629452657,81.8776,-0.168037340044975,9.0,289174.0,17700.0,5.39,6.87,4.8,4.8,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2020,100.0,23.53957,5282205.0,,-0.378142863512039,10.0,40.9523811340332,-6.46182057750932,-11055035521.7232,101.1,113.8,-11.3000000000001,52229576023.3033,-2.49999999628,8781.50797787648,8380.0,28.7,0.105691097676754,7.0,121.7,117.7,26.4975355671251,85.9426,-0.257566839456558,8.0,302156.1,8649.3,4.17,4.32,4.89,4.89,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2021,100.0,31.44797,8765001.0,,-0.259969383478165,10.0,47.1428565979004,-1.35935671668035,-2679458682.64461,131.9,90.6,2.30000000000008,66318146545.9049,4.29999999729456,9983.60103576902,8540.0,29.2,0.0297293178737164,7.0,134.8,111.9,25.0237464537583,90.924,-0.232230722904205,8.0,302156.1,8649.3,4.48,4.89,5.568,4.875,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2022,100.0,177.24428106,9756366.526,,-0.185685604810715,10.0,48.5849075317383,2.85432700775767,6436402618.02246,184.1,94.1,9.59999999999989,93736589049.58,3.19999999970734,11255.3396437881,9420.0,29.2,0.142756044864655,7.0,166.8,123.1,26.7653058374068,92.2969,-0.4683538377285,8.0,302156.1,8649.3,4.75,5.73,4.86,4.86,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2023,100.0,53.083051825,11884241.039,,-0.26659306883812,10.0,47.1698112487793,-3.55769404813463,-9315469691.03859,170.9,102.8,1.80000000000015,90729107011.7173,5.09999999973641,12879.4275257974,10690.0,29.2,0.146814674139023,7.0,198.3,148.6,27.6837063179642,92.8785,-0.27334600687027,8.0,,,4.75,5.73,4.835,4.86,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2024,100.0,53.083051825,11884241.039,,-0.26659306883812,10.0,47.1698112487793,-2.72248099369069,-7935495077.67172,170.9,102.8,0.30000000000004,92070351467.3348,4.99999999996936,14154.6324958076,12090.0,,0.146814674139023,7.0,198.3,148.6,25.5741795098408,93.3917,-0.27334600687027,8.0,,,4.75,5.73,4.833,4.86,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2025,100.0,53.083051825,11884241.039,,-0.26659306883812,10.0,47.1698112487793,-2.72248099369069,-7935495077.67172,170.9,102.8,0.30000000000004,92070351467.3348,4.99999999996936,14154.6324958076,12090.0,,0.146814674139023,7.0,198.3,148.6,25.5741795098408,93.3917,-0.27334600687027,8.0,,,,,4.771,,BRI - Central Asia,BRI Treatment Group
Kenya,KEN,2001,17.0,92.732,1418183.0,,-1.00375056266785,5.0,16.9312171936035,-2.46632258412886,-320276833.921081,32.9141442903,62.3690655199,3.60738408275982,2977896209.54367,3.77990649795343,410.700452474814,410.0,,-0.756493151187897,5.0,19.8345119668,36.0083955678,33.0152596643276,0.619782,-1.18801403045654,4.0,1603.0,166.2,20.45,15.0,2.876,,BRI - Africa,BRI Treatment Group
Kenya,KEN,2002,18.9,118.382,1599843.0,,-1.00375056266785,5.0,16.9312171936035,-0.894975876340371,-117669073.526434,35.8305338559,69.8325577103,7.11500541855345,3273519932.44574,0.546859530175595,402.936385605382,390.0,,-0.756493151187897,5.0,20.1628501951,36.3035825539,30.2746996493051,1.20777,-1.18801403045654,4.0,1538.0,288.0,16.84,12.23,2.916,,BRI - Africa,BRI Treatment Group
Kenya,KEN,2003,16.0,141.539,1678160.0,,-0.96461683511734,8.0,16.9312171936035,0.888450320310784,132419234.800848,40.824713452,73.650217425,7.21206667659347,3590023638.48266,2.93247554570904,442.898457253405,420.0,46.4,-0.705886006355286,6.0,23.1483419264,38.2365601952,30.045450590308,2.9419,-1.26386892795563,5.0,1468.5,257.0,16.75,11.335,2.869,9.957,BRI - Africa,BRI Treatment Group
Kenya,KEN,2004,22.6,193.459,2005473.0,,-0.897880256175995,11.0,20.1970443725586,-0.818703017571567,-131773010.475556,45.4430216634,73.9794470383,12.5949386678138,4283010819.23566,5.10429977629738,463.662781300121,460.0,46.4,-0.666135549545288,8.0,28.2899047702,42.1483144238,32.8667447731316,3.02353,-1.08735477924347,6.0,1399.0,226.0,16.66,10.44,2.844,9.957,BRI - Africa,BRI Treatment Group
Kenya,KEN,2005,24.5,253.163,2424382.0,585367.0,-1.0125367641449,12.0,17.0731716156006,-1.34655849731384,-252316724.244559,58.1,79.4,9.37981914739161,5341992293.23186,5.90666607980057,523.456312433863,520.0,46.4,-0.709110260009766,9.0,35.7,42.3,35.9698359497784,3.1019,-1.25050592422485,6.0,1399.0,187.07999999999998,12.42,7.55,2.739,9.957,BRI - Africa,BRI Treatment Group
Kenya,KEN,2006,26.4,301.219,2685148.0,585367.0,-0.935450911521912,15.0,19.5121955871582,-1.97646990538245,-510433478.209822,59.6,73.1,3.54040821328429,5935978411.34572,6.47249430015484,699.80237063381,590.0,45.839999999999996,-0.655459582805634,11.0,45.8,50.2,32.2515454815442,3.6,-1.12698328495026,7.0,1399.0,148.16,12.32,7.02,2.673,9.867750000000001,BRI - Africa,BRI Treatment Group
Kenya,KEN,2007,28.3,298.083,2857464.0,585367.0,-0.978594720363617,15.0,18.4466018676758,-3.2293696026957,-1032048240.78544,69.5,81.7,6.15753109273199,7004914019.51347,6.85072976998784,840.201439476765,710.0,45.28,-0.529211044311523,11.0,56.7,57.2,31.975797511236,4.4,-1.30544221401215,7.0,,109.24,12.13,8.15,2.642,9.778500000000001,BRI - Africa,BRI Treatment Group
Kenya,KEN,2008,30.3,295.183,2880546.0,615733.0,-1.06836628913879,15.0,14.0776700973511,-5.52329630288282,-1982595676.67124,85.2,86.9,2.37180289962436,8138887724.37561,0.232282744812977,915.54435473604,830.0,,-0.624475121498108,11.0,70.8,61.5,34.9045410940864,5.2,-1.39361536502838,7.0,,109.24,12.09,8.19,2.751,9.68925,BRI - Africa,BRI Treatment Group
Kenya,KEN,2009,23.0,271.562,2948920.0,618816.0,-1.0707300901413,15.0,15.7894735336304,-3.98728888063666,-1688505911.10074,75.3,78.6,-5.21907078096406,7950667080.35991,3.30693981631089,1047.9678324485,830.0,,-0.664479374885559,11.0,64.2,65.0,27.1702463211792,6.1,-1.42558062076569,7.0,,109.24,12.17,10.23,2.816,9.6,BRI - Africa,BRI Treatment Group
Kenya,KEN,2010,19.2,279.990902805,4039583.0,695600.0,-0.911055028438568,15.0,19.5238094329834,-5.21669389712651,-2368671949.98367,88.0,88.5,14.3523920653442,9137589275.76174,8.05847360290906,1091.51873101194,930.0,,-0.582948446273804,11.0,76.8,71.7,30.2699277024041,7.2,-1.16552352905273,7.0,,,12.55,8.71,2.793,8.622428571428571,BRI - Africa,BRI Treatment Group
Kenya,KEN,2011,36.2,191.160655418998,4508698.01161552,771000.0,-0.96374249458313,16.0,18.4834117889404,-8.14880935200662,-3819304011.33314,98.5,88.7,8.3673469387755,10100126369.8085,5.1211061197056,1096.14499807675,1010.0,,-0.578526675701141,11.0,95.0,77.0,36.8527289037346,8.8,-1.24479079246521,8.0,,,12.41,7.95,2.699,7.644857142857143,BRI - Africa,BRI Treatment Group
Kenya,KEN,2012,38.1,234.568543129171,4653459.73514364,903443.0,-1.09887766838074,16.0,12.7962083816528,-7.47587166159348,-4216145262.61504,104.9,96.4,2.25988700564972,11203175900.4378,4.56867961444982,1285.00536171512,1060.0,,-0.540134847164154,11.0,104.7,87.0,31.7587443003647,10.5,-1.32344126701355,8.0,,,12.05,13.08,2.678,,BRI - Africa,BRI Treatment Group
Kenya,KEN,2013,40.1,258.081012,4516500.0,894000.0,-1.03619039058685,16.0,14.6919431686401,-7.85152228564967,-4842146887.50261,99.3,95.1,-0.46040515653776,10972694027.1005,3.7978483925754,1370.87885214659,1130.0,41.919999999999995,-0.477865993976593,12.0,103.2,87.7,29.6724619595649,13.0,-1.16693091392517,8.0,,,11.72,10.62,2.762,,BRI - Africa,BRI Treatment Group
Kenya,KEN,2014,36.0,248.56658,4448530.52817802,1012002.0,-0.93937611579895,15.0,16.3461532592773,-9.34004850596924,-6377926517.1221,104.7,102.9,1.85013876040702,11248585737.7214,5.02011100232484,1482.81566253497,1250.0,41.36,-0.358901530504227,12.0,118.3,101.9,29.6976848964037,16.5,-1.28224718570709,8.0,,,11.88,11.53,2.767,4.712142857142857,BRI - Africa,BRI Treatment Group
Kenya,KEN,2015,41.6,233.104791944,4569473.0,1076118.0,-1.03123271465302,15.0,14.2857141494751,-6.30459656347733,-4420811285.35286,100.0,100.0,-2.18528610354224,10608335822.9326,4.96772112759767,1489.11959777284,1320.0,40.8,-0.393976986408234,12.0,100.0,100.0,25.1986507884515,16.5879,-1.24134790897369,8.0,,,11.96,13.15,2.762,3.734571428571428,BRI - Africa,BRI Treatment Group
Kenya,KEN,2016,53.1,257.576935754,4848016.0,1091000.0,-0.914170920848846,15.0,16.6666660308838,-5.3970086381703,-4037779793.18487,96.3,101.8,-6.56918676992218,9912815673.9736,4.21351706814744,1554.12610314423,1490.0,39.879999999999995,-0.402430564165115,12.0,89.8,92.4,21.6152747725065,16.6,-1.35445654392242,8.0,,,12.11,13.35,2.757,2.757,BRI - Africa,BRI Treatment Group
Kenya,KEN,2017,55.8,275.512276845,5109576.0,1190000.0,-0.974906325340271,15.0,15.2380952835083,-6.99683322084958,-5739957846.286,97.6,95.5,-1.01769659085555,10448711418.2037,3.83795817364721,1667.48447230835,1540.0,38.96,-0.390356600284576,12.0,105.8,104.1,23.2583979340349,17.8271,-1.12843883037567,8.0,,,12.335,13.004999999999999,3.542,3.5093333333333336,BRI - Africa,BRI Treatment Group
Kenya,KEN,2018,61.2,295.047760350297,5905365.1234425,1306283.0,-0.863009214401245,15.0,20.0,-5.41106679141752,-4989164830.68117,102.2,100.8,6.77210127618369,11564075006.3765,5.64794640709219,1836.45275528993,1720.0,38.04,-0.493653178215027,12.0,110.6,104.4,21.8727778433835,19.5,-1.17971229553223,8.0,,,12.56,12.66,4.284,4.261666666666667,BRI - Africa,BRI Treatment Group
Kenya,KEN,2019,69.7,320.952554616571,6417534.056,1417000.0,-0.806061267852783,15.0,24.2857151031494,-5.23852935907811,-5258353850.90664,99.5,103.3,-3.1576805283577,11471243360.3894,5.11415885767801,1960.40808854893,1880.0,37.120000000000005,-0.441659152507782,12.0,112.3,109.7,20.3314661545478,22.6688,-1.10576343536377,7.0,,,13.08,13.35,5.014,5.014,BRI - Africa,BRI Treatment Group
Kenya,KEN,2020,71.5,113.06282,1865768.0,1359579.0,-0.87534761428833,14.0,20.9523811340332,-3.26911007065289,-3290604657.35908,102.9,105.3,9.52115996745069,11516270712.1545,-0.272766327438816,1927.66459027849,1910.0,36.2,-0.399473369121552,11.0,98.3,98.9,18.9580936008817,25.7516,-1.00724005699158,6.0,,,13.69,12.02,5.613,5.2995,BRI - Africa,BRI Treatment Group
Kenya,KEN,2021,76.5,299.58742,2459106.0,1435565.0,-0.734718978404999,13.0,26.1904754638672,-4.5990081153926,-5045280175.92328,114.9,105.2,16.6057703305248,14381862480.2642,7.59048947333467,2061.35622089594,2070.0,38.7,-0.325909495353699,11.0,124.4,104.4,21.8923095777051,28.834400000000002,-1.03243744373322,6.0,,,14.12,12.18,5.693,5.585,BRI - Africa,BRI Treatment Group
Kenya,KEN,2022,76.0,505.85823,3728989.0,1450000.0,-0.759503602981567,13.0,24.056604385376,-4.19995258299621,-4806802814.13446,126.2,104.6,20.7531374390286,18262655904.9193,4.85998104287999,2109.56288513137,2170.0,37.7,-0.329533219337463,11.0,134.2,96.3,24.3182954744092,31.9172,-0.947280883789062,6.0,,,15.83,13.37,5.565,5.441,BRI - Africa,BRI Treatment Group
Kenya,KEN,2023,76.2,288.6212,5138290.0,1450000.0,-0.770913004875183,13.0,24.056604385376,-2.54552534327701,-2736462263.90399,122.4,103.0,11.7334329070596,18157616431.4695,5.71999241214208,1942.58802756191,2110.0,37.7,-0.303605198860168,11.0,118.2,91.3,24.2204234378835,35.0,-0.937771916389465,6.0,,,15.83,13.37,5.409,5.441,BRI - Africa,BRI Treatment Group
Kenya,KEN,2024,76.2,288.6212,5138290.0,1450000.0,-0.770913004875183,13.0,24.056604385376,-1.28786467215559,-1549810652.89871,122.4,103.0,7.50078052706147,20536686006.5913,4.72473994710138,2132.43452097647,2090.0,37.7,-0.303605198860168,11.0,118.2,91.3,23.1203986963402,34.9762,-0.937771916389465,6.0,,,15.83,13.37,5.487,5.441,BRI - Africa,BRI Treatment Group
Kenya,KEN,2025,76.2,288.6212,5138290.0,,-0.770913004875183,13.0,24.056604385376,-1.28786467215559,-1549810652.89871,122.4,103.0,7.50078052706147,20536686006.5913,4.72473994710138,2132.43452097647,2090.0,,-0.303605198860168,11.0,118.2,91.3,23.1203986963402,34.9762,-0.937771916389465,6.0,,,,,5.449,,BRI - Africa,BRI Treatment Group
Kyrgyz Republic,KGZ,2001,99.5,5.569,192060.0,,-1.06477046012878,4.0,10.0529098510742,-1.2453482434873,-18993009.9284116,33.0234494207,68.685162859,,560092476.958169,5.32162141190466,308.41129550148,280.0,30.2,-0.563407242298126,3.0,11.4753292712,20.2134295526,37.0223392232366,3.00294,-0.614730596542358,2.0,332.0,50.0,4.55,3.33,2.273,7.84,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2002,100.0,6.113,174369.0,,-1.06477046012878,4.0,10.0529098510742,-1.82590999500267,-29317597.9333401,33.6825308686,69.2188485144,,635535283.252412,-0.0173246130360667,321.726775366804,290.0,30.3,-0.563407242298126,3.0,14.4166502914,26.1544573416,43.3393748971696,2.99927,-0.614730596542358,2.0,395.0,43.0,8.17,6.8,2.416,12.55,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2003,99.4,4.849,205604.0,,-1.03281939029694,5.0,11.1111106872559,-2.19733510264456,-42167038.3950668,40.3565977367,72.9047468394,,742293893.688681,7.03029319731168,380.505828812441,340.0,28.7,-0.556115865707397,3.0,17.6184391627,29.8644730651,45.2516590876032,3.90877,-1.09949171543121,2.0,562.0,50.0,4.28,4.31,2.548,9.92,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2004,99.3,2.116,245570.0,,-1.0977121591568,6.0,12.8078813552856,1.32375512838834,29275302.4850642,49.8681837062,82.814585912,,941138691.60631,7.02681242497607,433.233873286,400.0,34.8,-0.657609522342682,4.0,23.1226656206,36.2363787524,51.2598210718098,5.09039,-1.18346691131592,3.0,715.0,45.0,3.8533333333333335,4.176666666666667,2.68,8.53,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2005,99.4,2.025,225923.0,,-1.26726925373077,9.0,8.78048801422119,-1.52182901572015,-37440749.149605,47.5,73.4,,942411213.586444,-0.175515404044219,476.548193640077,450.0,32.6,-0.875677227973938,7.0,27.8,35.7,56.778448193841,10.5338,-1.1744259595871,4.0,733.4,52.65,3.4266666666666667,4.043333333333333,2.816,8.11,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2006,98.9,1.23,219464.0,,-1.32556045055389,12.0,6.82926845550537,-10.0953913600934,-286120441.192982,60.6,75.6,,1182432651.19082,3.10289874199981,543.113512472219,500.0,37.4,-0.815081477165222,9.0,43.4,51.5,79.0293681639999,12.3069,-1.38557076454163,5.0,751.8,60.3,3.0,3.91,2.962,8.27,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2007,99.5,1.23,274981.0,,-1.32909786701202,12.0,4.85436916351318,-5.98595362572479,-227620109.861771,94.6,109.0,,2012053352.51068,8.54287477507607,721.771577544361,610.0,33.9,-0.786064028739929,9.0,60.9,67.6,84.145408981259,14.03,-0.990260481834412,5.0,848.9,59.9,2.9,3.87,3.094,8.1,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2008,99.5,2.07,204525.0,,-1.23223948478699,12.0,5.82524251937866,-13.8763673181829,-713239578.241396,100.5,100.7,,2752394339.76461,8.40161604861429,966.388569370494,760.0,31.5,-0.79922616481781,9.0,66.6,62.4,92.5571261314982,15.7,-0.567302405834198,5.0,945.5,90.2,3.16,4.32,3.207,8.22,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2009,99.5,2.182,309488.0,,-1.31282722949982,12.0,4.30622005462646,-4.31423765842019,-202340394.284976,96.7,104.4,15.7207250200894,2565386046.48301,2.88629457537731,870.198894546917,860.0,29.9,-0.96954619884491,9.0,56.4,57.8,78.6808062104263,16.0,-0.622969388961792,5.0,744.5,106.1,3.06,4.52,3.343,8.41,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2010,99.0,1.3027,375602.0,,-1.17509734630585,12.0,10.4761905670166,-9.89833859355209,-474562170.601211,123.3,117.1,15.7207250200894,2471700785.09475,-0.471566596791618,876.954476440354,850.0,30.1,-0.656763851642609,9.0,80.9,79.1,81.6785278167149,16.3,-1.0396523475647,5.0,737.7,98.7,3.26,4.35,3.503,8.692,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2011,98.3,1.486294,526018.012476417,,-1.23196542263031,12.0,6.63507127761841,-7.69730261933363,-477060803.448514,143.6,113.4,15.7207250200894,3380167186.12499,5.95627429693504,1117.40174350185,870.0,27.8,-0.636238276958466,9.0,107.1,90.0,81.6413632547534,17.5,-1.09803068637848,6.0,798.3,82.8,3.31,4.0,3.644,7.455,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2012,99.8,0.78235,494640.426821988,,-1.15086257457733,13.0,11.3744077682495,-15.5252325924145,-1025463795.85854,136.0,109.0,-19.2210758159441,2932960920.59652,-0.0881501998439376,1168.62244675446,1030.0,27.4,-0.64659321308136,9.0,135.0,114.5,95.2717368722971,19.8,-0.911251366138458,6.0,922.7,75.8,3.31,4.14,3.786,5.908,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2013,98.9,0.59035,771165.0,,-1.16229820251465,13.0,11.3744077682495,-13.7754189892496,-1010431639.03443,149.3,126.5,12.3383260014578,3099063073.52241,10.9154694528045,1269.66303464348,1180.0,28.8,-0.649990081787109,9.0,152.9,131.2,91.7766316872636,23.0,-0.911773800849915,6.0,1002.0,64.2,3.31,4.14,3.881,5.526,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2014,99.8,0.237168,712284.0,,-1.13007795810699,13.0,12.5,-17.4244156605429,-1301273206.34081,140.5,125.7,-6.2212632053414,2796703652.87189,4.02403863083252,1264.52668823891,1230.0,26.8,-0.871007263660431,9.0,144.9,125.9,87.6775294863412,28.3,-0.804615676403046,6.0,1010.0,52.599999999999994,3.28,3.91,4.02,5.051,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2015,98.7,0.06929,967629.0,,-1.17951929569244,13.0,10.9523811340332,-15.7592478411185,-1052430545.33283,100.0,100.0,-5.63341988662269,2350023986.18426,3.87582544512439,1105.65193844261,1160.0,29.0,-0.978849112987518,9.0,100.0,100.0,75.7719702273738,30.247,-0.882429659366608,6.0,918.0,41.0,5.53,6.6,4.138,4.2,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2016,99.7,0.088343,1015750.0,,-1.10505127906799,12.0,12.380952835083,-11.628233310749,-792242626.367779,113.4,110.2,-3.83622410855114,2440819276.62454,4.33585592190116,1103.27489428412,1090.0,26.8,-0.965182244777679,8.0,98.0,101.7,69.9981651422372,40.5,-0.652019679546356,6.0,807.0,40.8,4.63,5.83,4.294,4.009,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2017,100.0,0.02165,1122951.0,,-1.07767915725708,12.0,12.8571424484253,-6.95269622627314,-535561906.018105,130.7,120.1,6.12191438462564,2638475263.53388,4.73993722377884,1221.39046807082,1090.0,27.3,-0.75117963552475,8.0,113.6,113.5,66.3646044484224,50.8,-0.362505912780762,7.0,935.0,43.0,4.12,5.71,4.425,3.319,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2018,100.0,1.263266,1175000.704,,-0.961097419261932,12.0,16.1904754638672,-11.6275560440076,-961727512.982344,136.5,122.3,-2.71531015123371,2613812660.95219,3.75791013557165,1283.5203037417,1200.0,27.7,-0.646288573741913,8.0,133.7,126.7,67.2738298966465,62.8,-0.529712080955505,7.0,949.0,35.0,3.88,5.09,4.559,4.559,BRI - Central Asia,BRI Treatment Group
